Year,Country,Rank,Name,Overall Score
2018,Germany,114.0,University of Göttingen,59.1775
2018,Germany,125.0,University of Mannheim,58.2275
2018,Germany,128.0,Charité - Universitätsmedizin Berlin,58.07
2018,Germany,133.0,Karlsruhe Institute of Technology,57.565000000000005
2018,Germany,145.0,University of Cologne,56.3925
2018,Germany,155.0,Ulm University,55.52
2018,Germany,157.0,TU Dresden,55.49
2018,Germany,163.0,University of Erlangen-Nuremberg,54.7925
2018,Germany,165.0,University of Würzburg,54.71000000000001
2018,Germany,174.0,University of Münster,54.1775
2018,Germany,208.0,University of Duisburg-Essen,51.24749999999999
2018,Germany,210.0,University of Hamburg,51.1925
2018,Germany,215.0,University of Konstanz,51.0225
2018,Germany,221.0,University of Stuttgart,50.635
2018,Germany,223.0,University of Potsdam,50.57
2018,Germany,226.0,University of Kiel,50.3575
2018,Germany,244.0,University of Passau,48.645
2018,Germany,246.0,Technical University of Darmstadt,48.5
2018,Germany,252.0,Ruhr University Bochum,48.2925
2018,Germany,264.0,Johannes Gutenberg University of Mainz,47.5175
2018,Germany,279.0,University of Bayreuth,46.56
2018,Germany,288.0,University of Marburg,46.1775
2018,Germany,289.0,Bielefeld University,46.085
2018,Germany,293.0,University of Bremen,45.88
2018,Germany,294.0,Goethe University Frankfurt,45.627500000000005
2018,Germany,298.0,University of Hohenheim,45.245
2018,Germany,336.0,TU Dortmund University,43.2875
2018,Germany,362.0,Justus Liebig University Giessen,41.775000000000006
2018,Germany,376.0,Leibniz University Hannover,41.075
2018,Germany,426.0,Hamburg University of Technology,38.595
2018,Germany,433.0,University of Siegen,38.28
2018,Germany,435.0,University of Greifswald,38.2375
2018,Germany,453.0,University of Kaiserslautern,37.1475
2018,Germany,617.0,Otto von Guericke University of Magdeburg,30.0575
2019,Germany,33.0,LMU Munich,78.28
2019,Germany,45.0,Technical University of Munich,73.72749999999999
2019,Germany,47.0,Universität Heidelberg,73.21749999999999
2019,Germany,67.0,Humboldt University of Berlin,66.83500000000001
2019,Germany,76.0,University of Freiburg,64.69
2019,Germany,88.0,RWTH Aachen University,63.295
2019,Germany,89.0,University of Tübingen,63.16
2019,Germany,91.0,Charité - Universitätsmedizin Berlin,62.9975
2019,Germany,104.0,Free University of Berlin,61.44999999999999
2019,Germany,110.0,University of Bonn,60.3625
2019,Germany,123.0,University of Göttingen,59.05
2019,Germany,124.0,University of Mannheim,59.0125
2019,Germany,131.0,Technical University of Berlin,58.665
2019,Germany,136.0,University of Hamburg,58.34750000000001
2019,Germany,138.0,Karlsruhe Institute of Technology,58.315
2019,Germany,148.0,University of Cologne,57.24499999999999
2019,Germany,149.0,Ulm University,57.185
2019,Germany,151.0,TU Dresden,57.06
2019,Germany,159.0,University of Würzburg,56.2375
2019,Germany,175.0,University of Erlangen-Nuremberg,55.1825
2019,Germany,186.0,University of Münster,54.405
2019,Germany,189.0,University of Konstanz,54.127500000000005
2019,Germany,192.0,University of Duisburg-Essen,54.0175
2019,Germany,211.0,University of Passau,52.3025
2019,Germany,228.0,Bielefeld University,51.225
2019,Germany,235.0,University of Potsdam,50.435
2019,Germany,241.0,University of Kiel,50.11749999999999
2019,Germany,242.0,University of Hohenheim,50.0575
2019,Germany,253.0,Technical University of Darmstadt,49.29749999999999
2019,Germany,256.0,University of Stuttgart,49.2275
2019,Germany,267.0,Constructor University Bremen,48.5625
2019,Germany,280.0,Ruhr University Bochum,47.8725
2019,Germany,281.0,University of Marburg,47.8075
2019,Germany,282.0,Johannes Gutenberg University of Mainz,47.785
2019,Germany,289.0,Goethe University Frankfurt,47.5575
2019,Germany,319.0,TU Dortmund University,45.14
2019,Germany,320.0,University of Bayreuth,45.13
2019,Germany,331.0,University of Bremen,44.75749999999999
2019,Germany,367.0,Justus Liebig University Giessen,43.175
2019,Germany,470.0,University of Greifswald,38.48499999999999
2019,Germany,480.0,University of Kaiserslautern,38.0625
2019,Germany,481.0,Hamburg University of Technology,38.045
2019,Germany,482.0,University of Siegen,37.89249999999999
2019,Germany,489.0,Leibniz University Hannover,37.5975
2019,Germany,597.0,Chemnitz University of Technology,33.5825
2019,Germany,667.0,Otto von Guericke University of Magdeburg,30.495
2019,Germany,794.0,Ilmenau University of Technology,26.1625
2020,Germany,33.0,LMU Munich,77.8
2020,Germany,43.0,Technical University of Munich,74.1175
2020,Germany,44.0,Universität Heidelberg,73.5075
2020,Germany,73.0,Humboldt University of Berlin,65.03999999999999
2020,Germany,81.0,Charité - Universitätsmedizin Berlin,64.02
2020,Germany,86.0,University of Freiburg,63.3175
2020,Germany,92.0,University of Tübingen,62.725
2020,Germany,99.0,RWTH Aachen University,62.19749999999999
2020,Germany,106.0,University of Bonn,61.635000000000005
2020,Germany,117.0,Free University of Berlin,60.1
2020,Germany,125.0,University of Göttingen,59.5525
2020,Germany,142.0,Ulm University,57.835
2020,Germany,149.0,University of Hamburg,57.28
2020,Germany,150.0,Technical University of Berlin,57.2625
2020,Germany,157.0,TU Dresden,56.9375
2020,Germany,160.0,University of Mannheim,56.88250000000001
2020,Germany,161.0,University of Cologne,56.8825
2020,Germany,163.0,University of Würzburg,56.8325
2020,Germany,166.0,Bielefeld University,56.1
2020,Germany,176.0,Karlsruhe Institute of Technology,55.37499999999999
2020,Germany,183.0,University of Erlangen-Nuremberg,54.8375
2020,Germany,191.0,University of Münster,54.28
2020,Germany,194.0,University of Duisburg-Essen,53.99
2020,Germany,213.0,University of Hohenheim,52.6475
2020,Germany,225.0,University of Konstanz,51.5425
2020,Germany,253.0,University of Passau,49.89999999999999
2020,Germany,273.0,University of Potsdam,48.55
2020,Germany,278.0,University of Kiel,48.4475
2020,Germany,281.0,Ruhr University Bochum,48.2675
2020,Germany,290.0,Technical University of Darmstadt,47.62749999999999
2020,Germany,294.0,University of Stuttgart,47.39
2020,Germany,306.0,Goethe University Frankfurt,46.61249999999999
2020,Germany,308.0,Johannes Gutenberg University of Mainz,46.535
2020,Germany,327.0,University of Marburg,45.8875
2020,Germany,336.0,Constructor University Bremen,45.38
2020,Germany,358.0,TU Dortmund University,44.27
2020,Germany,361.0,University of Bremen,44.102500000000006
2020,Germany,383.0,University of Bayreuth,43.1525
2020,Germany,393.0,Justus Liebig University Giessen,42.76249999999999
2020,Germany,500.0,Leibniz University Hannover,38.7925
2020,Germany,515.0,University of Greifswald,38.2825
2020,Germany,554.0,Hamburg University of Technology,36.71
2020,Germany,572.0,University of Siegen,36.195
2020,Germany,583.0,University of Wuppertal,35.88249999999999
2020,Germany,602.0,University of Kaiserslautern,35.235
2020,Germany,685.0,TU Braunschweig,32.122499999999995
2020,Germany,699.0,Chemnitz University of Technology,31.605
2020,Germany,850.0,Ilmenau University of Technology,26.97
2021,Germany,32.0,LMU Munich,78.1975
2021,Germany,41.0,Technical University of Munich,74.8
2021,Germany,42.0,Universität Heidelberg,74.2925
2021,Germany,75.0,Charité - Universitätsmedizin Berlin,65.4075
2021,Germany,79.0,University of Tübingen,65.22
2021,Germany,82.0,Humboldt University of Berlin,65.07249999999999
2021,Germany,83.0,University of Freiburg,64.705
2021,Germany,107.0,RWTH Aachen University,61.2875
2021,Germany,114.0,University of Bonn,60.935
2021,Germany,118.0,Free University of Berlin,60.4275
2021,Germany,130.0,University of Göttingen,59.00499999999999
2021,Germany,135.0,University of Hamburg,58.645
2021,Germany,141.0,University of Würzburg,58.2075
2021,Germany,142.0,Ulm University,58.195
2021,Germany,143.0,Technical University of Berlin,58.18499999999999
2021,Germany,144.0,University of Mannheim,58.155
2021,Germany,145.0,University of Cologne,57.99999999999999
2021,Germany,152.0,TU Dresden,57.4075
2021,Germany,159.0,Bielefeld University,56.855
2021,Germany,196.0,University of Münster,54.5375
2021,Germany,198.0,University of Erlangen-Nuremberg,54.365
2021,Germany,203.0,Karlsruhe Institute of Technology,54.145
2021,Germany,206.0,University of Hohenheim,53.845000000000006
2021,Germany,211.0,University of Duisburg-Essen,53.35999999999999
2021,Germany,257.0,Friedrich Schiller University Jena,50.17999999999999
2021,Germany,258.0,Ruhr University Bochum,50.14999999999999
2021,Germany,264.0,University of Konstanz,49.95
2021,Germany,276.0,University of Kiel,48.9825
2021,Germany,279.0,Constructor University Bremen,48.88
2021,Germany,280.0,University of Potsdam,48.86749999999999
2021,Germany,291.0,Goethe University Frankfurt,48.245
2021,Germany,305.0,Technical University of Darmstadt,47.650000000000006
2021,Germany,311.0,Johannes Gutenberg University of Mainz,47.225
2021,Germany,320.0,University of Passau,47.010000000000005
2021,Germany,343.0,University of Greifswald,45.895
2021,Germany,345.0,University of Marburg,45.7825
2021,Germany,355.0,University of Stuttgart,45.425
2021,Germany,358.0,University of Bayreuth,45.18
2021,Germany,405.0,TU Dortmund University,43.34
2021,Germany,416.0,University of Bremen,42.56999999999999
2021,Germany,420.0,Justus Liebig University Giessen,42.3725
2021,Germany,516.0,Leibniz University Hannover,39.335
2021,Germany,611.0,Hamburg University of Technology,36.0925
2021,Germany,649.0,University of Wuppertal,34.815
2021,Germany,670.0,University of Kaiserslautern,34.0425
2021,Germany,682.0,TU Braunschweig,33.64
2021,Germany,719.0,University of Siegen,32.68
2021,Germany,947.0,Ilmenau University of Technology,26.2725
2022,Germany,32.0,LMU Munich,78.5725
2022,Germany,38.0,Technical University of Munich,75.6475
2022,Germany,43.0,Universität Heidelberg,73.56500000000001
2022,Germany,73.0,Charité - Universitätsmedizin Berlin,66.7825
2022,Germany,74.0,Humboldt University of Berlin,66.3275
2022,Germany,78.0,University of Tübingen,65.4275
2022,Germany,83.0,Free University of Berlin,64.775
2022,Germany,108.0,RWTH Aachen University,61.4175
2022,Germany,109.0,University of Freiburg,61.365
2022,Germany,112.0,University of Bonn,61.11
2022,Germany,119.0,University of Göttingen,60.11750000000001
2022,Germany,133.0,University of Hamburg,58.587500000000006
2022,Germany,138.0,Technical University of Berlin,58.3425
2022,Germany,146.0,Ulm University,57.65
2022,Germany,149.0,University of Mannheim,57.60999999999999
2022,Germany,165.0,University of Würzburg,56.5975
2022,Germany,166.0,Bielefeld University,56.447500000000005
2022,Germany,173.0,TU Dresden,55.8425
2022,Germany,175.0,University of Cologne,55.825
2022,Germany,180.0,Karlsruhe Institute of Technology,55.26
2022,Germany,198.0,University of Erlangen-Nuremberg,53.9975
2022,Germany,199.0,University of Hohenheim,53.9975
2022,Germany,207.0,University of Münster,53.605
2022,Germany,217.0,Friedrich Schiller University Jena,52.64500000000001
2022,Germany,242.0,University of Konstanz,50.8975
2022,Germany,254.0,University of Duisburg-Essen,50.2725
2022,Germany,260.0,University of Potsdam,50.0175
2022,Germany,275.0,Heinrich Heine University Düsseldorf,49.2125
2022,Germany,281.0,University of Kiel,49.1175
2022,Germany,285.0,Ruhr University Bochum,48.9725
2022,Germany,302.0,Johannes Gutenberg University of Mainz,47.8325
2022,Germany,311.0,Goethe University Frankfurt,47.3325
2022,Germany,315.0,Technical University of Darmstadt,47.2475
2022,Germany,328.0,University of Stuttgart,46.8575
2022,Germany,383.0,University of Greifswald,44.82
2022,Germany,389.0,University of Bayreuth,44.5875
2022,Germany,390.0,University of Passau,44.572500000000005
2022,Germany,399.0,University of Bremen,44.3025
2022,Germany,420.0,TU Dortmund University,43.37
2022,Germany,421.0,University of Marburg,43.315
2022,Germany,430.0,Justus Liebig University Giessen,42.970000000000006
2022,Germany,466.0,Constructor University Bremen,41.8575
2022,Germany,476.0,Leibniz University Hannover,41.615
2022,Germany,615.0,University of Regensburg,37.3875
2022,Germany,627.0,Hamburg University of Technology,36.8225
2022,Germany,678.0,TU Braunschweig,35.325
2022,Germany,686.0,University of Wuppertal,34.982499999999995
2022,Germany,708.0,University of Kaiserslautern,34.267500000000005
2022,Germany,765.0,University of Siegen,32.5525
2022,Germany,1056.0,Ilmenau University of Technology,25.815
2023,Germany,30.0,Technical University of Munich,79.27749999999999
2023,Germany,33.0,LMU Munich,77.68749999999999
2023,Germany,43.0,Universität Heidelberg,74.1425
2023,Germany,73.0,Charité - Universitätsmedizin Berlin,67.225
2023,Germany,86.0,University of Tübingen,64.945
2023,Germany,87.0,Humboldt University of Berlin,64.88749999999999
2023,Germany,89.0,University of Bonn,64.6375
2023,Germany,92.0,Free University of Berlin,64.19250000000001
2023,Germany,99.0,RWTH Aachen University,63.4475
2023,Germany,113.0,University of Freiburg,61.8725
2023,Germany,120.0,University of Göttingen,60.9275
2023,Germany,129.0,University of Hamburg,59.822500000000005
2023,Germany,142.0,University of Würzburg,58.3925
2023,Germany,146.0,University of Cologne,58.06249999999999
2023,Germany,149.0,Ulm University,57.7775
2023,Germany,157.0,TU Dresden,57.4275
2023,Germany,159.0,Technical University of Berlin,57.35
2023,Germany,179.0,University of Mannheim,55.99
2023,Germany,185.0,University of Münster,55.5225
2023,Germany,189.0,Friedrich Schiller University Jena,55.0325
2023,Germany,190.0,Karlsruhe Institute of Technology,54.9975
2023,Germany,196.0,University of Erlangen-Nuremberg,54.55
2023,Germany,212.0,University of Hohenheim,53.725
2023,Germany,225.0,Bielefeld University,52.62
2023,Germany,232.0,University of Potsdam,52.23500000000001
2023,Germany,235.0,University of Konstanz,52.0475
2023,Germany,255.0,University of Duisburg-Essen,51.00000000000001
2023,Germany,285.0,University of Kiel,49.815
2023,Germany,288.0,Heinrich Heine University Düsseldorf,49.67999999999999
2023,Germany,290.0,Johannes Gutenberg University of Mainz,49.6275
2023,Germany,298.0,Goethe University Frankfurt,48.940000000000005
2023,Germany,299.0,Ruhr University Bochum,48.925
2023,Germany,309.0,University of Stuttgart,48.4825
2023,Germany,346.0,Technical University of Darmstadt,47.07749999999999
2023,Germany,365.0,Leuphana University of Lüneburg,46.23499999999999
2023,Germany,366.0,University of Greifswald,46.22249999999999
2023,Germany,374.0,University of Bremen,45.885000000000005
2023,Germany,402.0,University of Bayreuth,44.945
2023,Germany,424.0,Justus Liebig University Giessen,44.15749999999999
2023,Germany,429.0,University of Marburg,44.02499999999999
2023,Germany,445.0,University of Passau,43.55499999999999
2023,Germany,476.0,Leibniz University Hannover,42.675
2023,Germany,540.0,TU Dortmund University,41.307500000000005
2023,Germany,580.0,Constructor University Bremen,40.09
2023,Germany,667.0,Hamburg University of Technology,37.22
2023,Germany,692.0,University of Wuppertal,36.6425
2023,Germany,768.0,University of Kaiserslautern,34.599999999999994
2023,Germany,793.0,TU Braunschweig,34.129999999999995
2023,Germany,887.0,University of Siegen,32.0875
2023,Germany,1132.0,Ilmenau University of Technology,26.32
2024,Germany,31.0,Technical University of Munich,82.5025
2024,Germany,39.0,LMU Munich,78.963
2024,Germany,47.0,Universität Heidelberg,76.70049999999999
2024,Germany,89.0,Humboldt University of Berlin,68.16749999999999
2024,Germany,90.0,RWTH Aachen University,67.9975
2024,Germany,91.0,University of Bonn,67.7335
2024,Germany,94.0,Charité - Universitätsmedizin Berlin,67.2015
2024,Germany,96.0,University of Tübingen,66.96149999999999
2024,Germany,102.0,Free University of Berlin,66.4765
2024,Germany,111.0,University of Göttingen,65.8065
2024,Germany,128.0,University of Freiburg,64.07849999999999
2024,Germany,136.0,Technical University of Berlin,62.99849999999999
2024,Germany,137.0,University of Hamburg,62.955000000000005
2024,Germany,142.0,Karlsruhe Institute of Technology,62.7585
2024,Germany,160.0,University of Cologne,61.44399999999999
2024,Germany,161.0,TU Dresden,61.4365
2024,Germany,176.0,University of Würzburg,60.438500000000005
2024,Germany,187.0,University of Mannheim,59.515
2024,Germany,193.0,University of Münster,59.0205
2024,Germany,194.0,Ulm University,59.004000000000005
2024,Germany,195.0,University of Erlangen-Nuremberg,59.001000000000005
2024,Germany,217.0,Friedrich Schiller University Jena,57.8535
2024,Germany,232.0,University of Potsdam,56.864
2024,Germany,249.0,Goethe University Frankfurt,55.951
2024,Germany,254.0,University of Konstanz,55.693
2024,Germany,266.0,University of Stuttgart,54.9025
2024,Germany,267.0,Ruhr University Bochum,54.88
2024,Germany,280.0,Johannes Gutenberg University of Mainz,54.3065
2024,Germany,283.0,University of Hohenheim,54.1775
2024,Germany,285.0,Technical University of Darmstadt,54.134
2024,Germany,292.0,Heinrich Heine University Düsseldorf,53.81949999999999
2024,Germany,341.0,University of Bremen,51.25399999999999
2024,Germany,343.0,University of Kiel,51.198
2024,Germany,352.0,University of Bayreuth,50.9555
2024,Germany,361.0,Justus Liebig University Giessen,50.4405
2024,Germany,385.0,Leibniz University Hannover,49.5925
2024,Germany,409.0,TU Dortmund University,48.637
2024,Germany,429.0,University of Greifswald,47.974
2024,Germany,437.0,University of Marburg,47.76899999999999
2024,Germany,467.0,University of Passau,46.6805
2024,Germany,476.0,Constructor University Bremen,46.308
2024,Germany,503.0,Leuphana University of Lüneburg,45.2705
2024,Germany,528.0,University of Wuppertal,44.332
2024,Germany,561.0,TU Braunschweig,43.2125
2024,Germany,602.0,Hamburg University of Technology,41.88199999999999
2024,Germany,644.0,University of Siegen,40.6445
2024,Germany,645.0,University of Kaiserslautern,40.632
2024,Germany,714.0,Otto von Guericke University of Magdeburg,39.0365
2024,Germany,1027.0,Ilmenau University of Technology,32.06949999999999
